"DevelopmentRegion","RegionalDistrict","Municipality","Statistics","date","values"
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","OTHER/UNKNOWN TOTAL (count)","2017-05 (May)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","OTHER/UNKNOWN TOTAL (count)","2017-06 (Jun)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","OTHER/UNKNOWN TOTAL (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","OTHER/UNKNOWN TOTAL (count)","2017-08 (Aug)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","OTHER/UNKNOWN TOTAL (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","OTHER/UNKNOWN TOTAL (count)","2017-10 (Oct)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-01 (Jan)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-02 (Feb)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-03 (Mar)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-04 (Apr)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-05 (May)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-06 (Jun)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-07 (Jul)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-08 (Aug)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-09 (Sep)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid ($ sum)","2017-10 (Oct)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-01 (Jan)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-02 (Feb)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-03 (Mar)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-04 (Apr)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-05 (May)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-06 (Jun)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-07 (Jul)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-08 (Aug)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-09 (Sep)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","PTT Paid Median ($ median)","2017-10 (Oct)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-02 (Feb)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-03 (Mar)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-05 (May)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-08 (Aug)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RECREATIONAL TOTAL (count)","2017-10 (Oct)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-01 (Jan)",8
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-02 (Feb)",5
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-03 (Mar)",5
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-04 (Apr)",3
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-05 (May)",11
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-06 (Jun)",6
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-07 (Jul)",8
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-08 (Aug)",14
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-09 (Sep)",13
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - ACREAGE (count)","2017-10 (Oct)",11
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-01 (Jan)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-02 (Feb)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-03 (Mar)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-04 (Apr)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-05 (May)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-06 (Jun)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-07 (Jul)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-08 (Aug)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - COMMERCE (count)","2017-10 (Oct)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-01 (Jan)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-02 (Feb)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-03 (Mar)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-05 (May)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-08 (Aug)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - FARM (count)","2017-10 (Oct)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-02 (Feb)",5
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-03 (Mar)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-05 (May)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-07 (Jul)",5
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-08 (Aug)",3
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - MULTI-FAMILY (count)","2017-10 (Oct)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-01 (Jan)",14
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-02 (Feb)",8
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-03 (Mar)",14
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-04 (Apr)",9
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-05 (May)",47
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-06 (Jun)",50
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-07 (Jul)",48
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-08 (Aug)",26
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-09 (Sep)",60
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - OTHER (count)","2017-10 (Oct)",30
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-01 (Jan)",62
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-02 (Feb)",96
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-03 (Mar)",92
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-04 (Apr)",88
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-05 (May)",143
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-06 (Jun)",145
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-07 (Jul)",151
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-08 (Aug)",170
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-09 (Sep)",143
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count)","2017-10 (Oct)",130
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-01 (Jan)",2
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-02 (Feb)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-03 (Mar)",2
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-04 (Apr)",18
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-05 (May)",4
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-06 (Jun)",3
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-08 (Aug)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-09 (Sep)",4
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count)","2017-10 (Oct)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-01 (Jan)",45
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-02 (Feb)",47
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-03 (Mar)",58
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-04 (Apr)",66
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-05 (May)",101
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-06 (Jun)",95
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-07 (Jul)",93
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-08 (Aug)",108
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-09 (Sep)",79
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL - STRATA RESIDENTIAL (count)","2017-10 (Oct)",71
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-01 (Jan)",133
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-02 (Feb)",163
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-03 (Mar)",172
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-04 (Apr)",185
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-05 (May)",308
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-06 (Jun)",300
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-07 (Jul)",306
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-08 (Aug)",322
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-09 (Sep)",299
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","RESIDENTIAL TOTAL (count)","2017-10 (Oct)",243
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-01 (Jan)",138
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-02 (Feb)",164
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-03 (Mar)",174
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-04 (Apr)",186
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-05 (May)",313
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-06 (Jun)",305
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-07 (Jul)",312
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-08 (Aug)",323
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-09 (Sep)",302
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF MAPLE RIDGE","Total Market Transactions (count)","2017-10 (Oct)",247
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-01 (Jan)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-02 (Feb)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-03 (Mar)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-04 (Apr)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-05 (May)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-06 (Jun)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-07 (Jul)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-08 (Aug)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-09 (Sep)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","Additional Tax Paid ($ sum)","2017-10 (Oct)",NA
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-02 (Feb)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-03 (Mar)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-05 (May)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-08 (Aug)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - COMMERCE (count)","2017-10 (Oct)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-02 (Feb)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-03 (Mar)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-05 (May)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-08 (Aug)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - OTHER (count)","2017-10 (Oct)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-02 (Feb)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-03 (Mar)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-05 (May)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-08 (Aug)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL - STRATA NON-RESIDENTIAL (count)","2017-10 (Oct)",3
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-02 (Feb)",2
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-03 (Mar)",2
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-04 (Apr)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-05 (May)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-06 (Jun)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-07 (Jul)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-08 (Aug)",1
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-09 (Sep)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","COMMERCIAL TOTAL (count)","2017-10 (Oct)",4
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","FARM TOTAL (count)","2017-01 (Jan)",0
"Mainland/Southwest","METRO VANCOUVER","DISTRICT OF PITT MEADOWS","FARM TOTAL (count)","2017-02 (Feb)",0
